application_id,customer_id,application_date,loan_type,loan_purpose,requested_amount,loan_term_months,interest_rate,applicant_monthly_income,existing_emi,debt_to_income_ratio,collateral_flag,approval_status,approved_amount,decision_date,disbursed_flag,loan_default,first_name,last_name,gender,date_of_birth,age,marital_status,dependents,education,employment_type,occupation,annual_income,city,state,residence_type,years_at_residence,email,phone,kyc_status,customer_since,credit_id,as_of_date,credit_score,num_open_accounts,num_credit_inquiries_6m,credit_utilization_ratio,num_late_payments_30d,num_late_payments_90d,num_defaults_prior,bankruptcies,total_credit_limit,total_outstanding_debt,oldest_account_age_months,default_probability,risk_score,risk_band
APP801708,CUST103603,01-05-2024,Personal,Travel,192000,60,21.3,45400,4500,0.214,1,Approved,166000,15-05-2024,1,1,Vikram,Khan,Male,12-02-1997,29,Single,0,High School,Salaried,Software Engineer,544900,Indore,Madhya Pradesh,Family Owned,11,vikram.khan954@outlook.com,-9120992628,Verified,24-04-2015,CR503603,30-06-2024,620,6,2,0.225,1,0,0,0,344000,77400,67,0.401707588,59.8,Medium Risk
APP801709,CUST103859,04-02-2023,Auto,New Car,912000,84,11.12,93300,27200,0.459,1,Approved,741000,23-02-2023,1,0,Anjali,Joshi,Female,29-02-1972,54,Single,0,Post Graduate,Self-Employed,Doctor (Practice),1119900,Gurugram,Haryana,Mortgaged,2,anjali.joshi42@yahoo.in,-9365808165,Verified,05-06-2016,CR503859,30-06-2024,709,4,0,0.055,1,0,0,0,645000,35500,400,0.093880952,90.6,Low Risk
APP801711,CUST100602,19-08-2023,Auto,Two Wheeler,1023000,48,12.75,36700,11200,1.049,1,Approved,854000,31-08-2023,1,0,Aadhya,Khan,Female,17-03-1969,57,Married,1,Graduate,Salaried,Software Engineer,440800,Nagpur,Maharashtra,Mortgaged,7,aadhya.khan649@yahoo.in,-8661241703,Verified,07-08-2019,CR500602,30-06-2024,646,3,1,0.445,3,0,0,0,226000,100600,400,0.600987297,39.9,High Risk
APP801713,CUST101397,12-12-2022,Gold,Gold Loan,595000,12,12.82,29400,4500,1.96,1,Approved,478000,19-12-2022,1,0,Siddharth,Chopra,Male,26-08-1983,42,Married,4,Graduate,Business Owner,Contractor,352600,Coimbatore,Tamil Nadu,Family Owned,15,siddharth.chopra122@rediffmail.com,-8231514477,Pending,17-03-2024,CR501397,30-06-2024,663,3,0,0.059,0,0,0,0,269000,15900,263,0.676383276,32.4,High Risk
APP801714,CUST102201,03-12-2023,Personal,Medical Emergency,314000,60,20.08,10000,1300,0.963,1,Approved,239000,14-12-2023,1,0,Ritu,Patel,Female,08-05-1984,42,Married,1,Graduate,Unemployed,Student,120000,Surat,Gujarat,Rented,17,ritu.patel277@outlook.com,-9838091344,Verified,01-08-2022,CR502201,30-06-2024,460,2,2,0.645,5,0,0,0,87000,56100,240,0.882619034,11.7,High Risk
APP801716,CUST104107,15-10-2023,Home,Home Purchase,7837000,240,8.8,110800,23800,0.842,1,Approved,6413000,18-10-2023,1,1,Imran,Verma,Male,02-04-1976,50,Widowed,1,Professional Degree,Business Owner,Trader,1329600,Coimbatore,Tamil Nadu,Family Owned,1,imran.verma100@outlook.com,-8222871124,Pending,05-08-2018,CR504107,30-06-2024,656,1,1,0.566,1,0,0,0,1163000,658300,326,0.702148736,29.8,High Risk
APP801717,CUST101049,03-08-2023,Gold,Gold Loan,458000,36,14.09,40400,4400,0.497,1,Approved,361000,05-08-2023,1,0,Pooja,Joshi,Female,31-05-1987,39,Single,1,Graduate,Salaried,Accountant,484600,Mysuru,Karnataka,Family Owned,16,pooja.joshi985@outlook.com,-7054080173,Verified,02-12-2023,CR501049,30-06-2024,687,7,1,0.2,0,0,0,0,279000,55800,184,0.308269353,69.2,Medium Risk
APP801719,CUST101306,01-03-2024,Gold,Gold Loan,93000,36,13.91,35600,6400,0.269,1,Approved,87000,14-03-2024,1,0,Farhan,Mehta,Male,23-07-1989,36,Married,1,Post Graduate,Salaried,Nurse,426600,Chandigarh,Chandigarh,Rented,4,farhan.mehta318@rediffmail.com,-9634719875,Verified,30-07-2022,CR501306,30-06-2024,766,5,0,0.028,0,0,0,0,177000,5000,172,0.147970463,85.2,Low Risk
APP801721,CUST103345,15-05-2024,Personal,Home Renovation,212000,24,15.31,35300,4000,0.406,0,Approved,198000,16-05-2024,1,1,Pooja,Kulkarni,Female,06-02-1984,42,Married,0,Post Graduate,Salaried,Sales Executive,423400,Ahmedabad,Gujarat,Family Owned,19,pooja.kulkarni414@outlook.com,-9751805343,Pending,06-07-2021,CR503345,30-06-2024,614,9,1,0.371,1,0,0,0,198000,73500,225,0.34281191,65.7,Medium Risk
APP801724,CUST102582,10-02-2023,Business,Working Capital,1187000,36,18.4,54400,5800,0.901,0,Approved,1136000,12-02-2023,1,1,Kabir,Reddy,Male,03-02-1997,29,Married,0,Post Graduate,Self-Employed,Consultant,652200,Mumbai,Maharashtra,Mortgaged,11,kabir.reddy908@outlook.com,-7889654888,Verified,12-08-2022,CR502582,30-06-2024,695,3,1,0.165,0,0,0,0,552000,91100,50,0.478829484,52.1,Medium Risk
APP801725,CUST101690,23-03-2023,Personal,Wedding,1218000,36,14.64,67000,15400,0.857,0,Approved,1180000,09-04-2023,1,0,Riya,Malhotra,Female,29-02-1972,54,Single,1,Post Graduate,Salaried,Teacher,804000,Hyderabad,Telangana,Rented,17,riya.malhotra769@rediffmail.com,-9780877429,Pending,19-03-2015,CR501690,30-06-2024,715,3,1,0.416,0,0,0,0,442000,183900,408,0.199183365,80.1,Low Risk
APP801729,CUST103560,28-11-2023,Auto,Used Car,693000,24,12.03,84000,16400,0.584,1,Approved,501000,29-11-2023,1,0,Pranav,Deshpande,Male,11-02-1984,42,Widowed,0,Graduate,Salaried,Teacher,1007600,Noida,Uttar Pradesh,Rented,15,pranav.deshpande141@yahoo.in,-8239632499,Verified,27-05-2020,CR503560,30-06-2024,752,3,2,0.161,1,0,0,0,730000,117500,221,0.425156093,57.5,Medium Risk
APP801730,CUST102065,05-01-2024,Personal,Home Renovation,1104000,48,17.44,77600,10600,0.55,0,Approved,780000,11-01-2024,1,0,Ritu,Iyer,Female,07-05-1976,50,Divorced,1,Graduate,Salaried,Accountant,931800,Bengaluru,Karnataka,Family Owned,18,ritu.iyer461@gmail.com,-9794770454,Verified,01-06-2015,CR502065,30-06-2024,693,3,0,0.438,0,0,0,0,790000,346000,315,0.266758697,73.3,Low Risk
APP801733,CUST103767,12-08-2023,Personal,Debt Consolidation,724000,84,14.61,32500,2600,0.504,0,Approved,519000,19-08-2023,1,1,Krishna,Singh,Male,18-07-1980,45,Married,0,High School,Self-Employed,Freelance Designer,390500,Mumbai,Maharashtra,Rented,21,krishna.singh350@yahoo.in,-9632883524,Verified,01-10-2021,CR503767,30-06-2024,647,0,1,0.658,2,0,0,0,293000,192800,262,0.705313871,29.5,High Risk
APP801736,CUST100196,07-10-2023,Gold,Gold Loan,403000,24,10.51,16600,4400,1.392,1,Approved,315000,10-10-2023,1,0,Saanvi,Gill,Female,27-01-1987,39,Married,3,Graduate,Salaried,Sales Executive,199000,Lucknow,Uttar Pradesh,Rented,6,saanvi.gill672@gmail.com,-8646526605,Verified,18-08-2017,CR500196,30-06-2024,580,4,2,0.342,2,1,0,0,163000,55700,209,0.729280495,27.1,High Risk
APP801741,CUST103025,21-11-2022,Personal,Medical Emergency,1429000,36,23.06,56000,8100,1.133,0,Approved,1249000,02-12-2022,1,0,Isha,Mehta,Female,06-03-2004,22,Single,0,Graduate,Salaried,Sales Executive,672100,Kochi,Kerala,Rented,4,isha.mehta671@gmail.com,-8769290976,Verified,17-02-2024,CR503025,30-06-2024,664,6,2,0.27,1,0,0,0,408000,110200,6,0.345990375,65.4,Medium Risk
APP801746,CUST102116,17-10-2022,Home,Plot Purchase,6978000,180,8.57,55200,9700,1.426,1,Approved,5244000,30-10-2022,1,0,Suresh,Gupta,Male,23-12-2004,21,Single,1,High School,Salaried,Sales Executive,662100,Nagpur,Maharashtra,Rented,3,suresh.gupta226@gmail.com,-9289885190,Verified,06-01-2023,CR502116,30-06-2024,664,2,0,0.076,0,0,0,0,182000,13800,9,0.222352129,77.8,Low Risk
APP801748,CUST104599,18-01-2024,Education,Skill Certification,1232000,84,10.74,117200,2800,0.202,0,Approved,1222000,01-02-2024,1,0,Pranav,Reddy,Male,12-09-1955,70,Married,2,Professional Degree,Salaried,Sales Executive,1406700,Chennai,Tamil Nadu,Mortgaged,9,pranav.reddy242@rediffmail.com,-7726473197,Verified,10-11-2014,CR504599,30-06-2024,768,2,4,0.411,0,0,0,0,437000,179600,480,0.313384261,68.7,Medium Risk
APP801751,CUST103982,22-01-2023,Auto,Used Car,648000,60,11.25,39300,1300,0.393,1,Approved,562000,23-01-2023,1,0,Rahul,Malhotra,Male,21-07-2001,24,Married,1,Post Graduate,Salaried,HR Manager,471800,Bhopal,Madhya Pradesh,Mortgaged,6,rahul.malhotra335@yahoo.in,-9852732489,Pending,19-03-2020,CR503982,30-06-2024,699,1,2,0.02,0,0,0,0,306000,6100,9,0.284898633,71.5,Low Risk
APP801752,CUST104662,27-02-2024,Business,Working Capital,4533000,84,17.31,50900,9200,2.016,0,Approved,4457000,14-03-2024,1,0,Zaid,Khan,Male,12-12-1968,57,Single,2,Post Graduate,Salaried,Sales Executive,610900,Mumbai,Maharashtra,Rented,17,zaid.khan258@gmail.com,-9062079897,Pending,06-01-2014,CR504662,30-06-2024,695,2,2,0.462,0,0,0,0,303000,140000,439,0.681894025,31.8,High Risk
APP801754,CUST102150,30-07-2022,Personal,Debt Consolidation,1187000,36,21.2,77200,500,0.587,0,Approved,1133000,13-08-2022,1,0,Rahul,Kapoor,Male,17-08-1975,50,Married,2,Graduate,Salaried,HR Manager,926300,Lucknow,Uttar Pradesh,Owned,10,rahul.kapoor125@outlook.com,-7190987243,Verified,24-01-2018,CR502150,30-06-2024,691,2,2,0.154,0,0,0,0,593000,91300,338,0.330443235,67,Medium Risk
APP801756,CUST101874,28-01-2023,Personal,Travel,272000,84,16.48,30400,2400,0.26,0,Approved,245000,11-02-2023,1,0,Pranav,Kulkarni,Male,28-05-2000,26,Married,1,Graduate,Salaried,Bank Officer,364200,Delhi,Delhi,Owned,8,pranav.kulkarni7@outlook.com,-8250569375,Verified,04-09-2018,CR501874,30-06-2024,617,3,0,0.134,2,0,0,0,288000,38600,57,0.326377841,67.4,Medium Risk
APP801757,CUST103265,04-09-2022,Auto,Used Car,338000,36,12.52,16800,4400,0.934,1,Approved,305000,20-09-2022,1,1,Sandeep,Gupta,Male,18-06-1989,37,Divorced,0,Graduate,Salaried,Sales Executive,201900,Chennai,Tamil Nadu,Owned,19,sandeep.gupta191@yahoo.in,-8520201343,Verified,21-05-2021,CR503265,30-06-2024,497,5,3,0.493,1,1,0,0,168000,82800,179,0.822663147,17.7,High Risk
APP801759,CUST100066,01-08-2023,Home,Home Construction,4100000,180,9.21,33200,6500,1.465,1,Approved,3186000,05-08-2023,1,1,Meera,Mehta,Female,20-03-1975,51,Married,1,Diploma,Salaried,Sales Executive,398000,Coimbatore,Tamil Nadu,Family Owned,7,meera.mehta770@rediffmail.com,-8784118805,Verified,31-08-2022,CR500066,30-06-2024,632,2,1,0.136,2,0,0,0,351000,47700,352,0.745988884,25.4,High Risk
APP801763,CUST102023,11-07-2023,Auto,New Car,1789000,60,12.7,43500,13600,1.241,1,Approved,1424000,27-07-2023,1,0,Anjali,Iyer,Female,26-08-1993,32,Single,2,Post Graduate,Salaried,Software Engineer,522300,Kolkata,West Bengal,Rented,7,anjali.iyer558@rediffmail.com,-8670053277,Pending,09-04-2014,CR502023,30-06-2024,626,5,1,0.265,2,0,0,0,321000,85100,87,0.267409907,73.3,Low Risk
APP801764,CUST100885,13-09-2022,Personal,Debt Consolidation,1312000,84,13.92,60800,10500,0.576,0,Approved,992000,25-09-2022,1,0,Lakshmi,Patel,Female,21-04-1982,44,Married,1,Graduate,Salaried,Software Engineer,730200,Pune,Maharashtra,Owned,24,lakshmi.patel476@rediffmail.com,-7930501727,Verified,22-05-2023,CR500885,30-06-2024,875,1,1,0.098,1,0,0,0,336000,32900,242,0.217346117,78.3,Low Risk
APP801766,CUST100702,28-11-2022,Personal,Home Renovation,605000,36,22.58,34100,10700,0.996,0,Approved,446000,14-12-2022,1,0,Ayaan,Kapoor,Male,23-02-1999,27,Single,1,Graduate,Salaried,Nurse,409400,Bengaluru,Karnataka,Owned,9,ayaan.kapoor3@outlook.com,-9160276305,Verified,01-04-2023,CR500702,30-06-2024,733,4,1,0.441,2,0,0,0,289000,127400,71,0.343766823,65.6,Medium Risk
APP801767,CUST102386,22-08-2023,Personal,Home Renovation,410000,12,20.32,64800,200,0.59,0,Approved,363000,24-08-2023,1,0,Farhan,Khan,Male,30-04-1969,57,Married,2,Graduate,Retired,Retired Government Employee,778000,Jaipur,Rajasthan,Owned,14,farhan.khan423@gmail.com,-7923689414,Verified,26-07-2019,CR502386,30-06-2024,738,4,0,0.42,1,1,0,0,634000,266300,399,0.18202312,81.8,Low Risk
APP801771,CUST103101,05-10-2023,Gold,Gold Loan,129000,12,9.7,30100,5200,0.55,1,Approved,90000,08-10-2023,1,0,Harsh,Patel,Male,24-09-1996,29,Married,2,Graduate,Salaried,Teacher,360800,Bhopal,Madhya Pradesh,Rented,11,harsh.patel412@outlook.com,-8477243588,Verified,01-11-2015,CR503101,30-06-2024,659,3,0,0.294,1,0,0,0,134000,39400,85,0.53123435,46.9,Medium Risk
APP801772,CUST101955,03-09-2022,Auto,Two Wheeler,482000,60,9.12,125500,27400,0.298,1,Approved,452000,04-09-2022,1,0,Dev,Malhotra,Male,06-07-1983,42,Married,1,Professional Degree,Business Owner,Manufacturer,1505600,Kolkata,West Bengal,Family Owned,9,dev.malhotra998@gmail.com,-8366876430,Pending,20-09-2019,CR501955,30-06-2024,793,4,1,0.386,1,0,0,0,1294000,499500,236,0.335525522,66.4,Medium Risk
APP801773,CUST100236,20-12-2023,Education,Study Abroad,2723000,36,12.21,101500,35100,1.239,1,Approved,2386000,06-01-2024,1,0,Suresh,Joshi,Male,05-01-1964,62,Single,1,Professional Degree,Salaried,Analyst,1218300,Mumbai,Maharashtra,Rented,10,suresh.joshi994@gmail.com,-7965980706,Verified,14-04-2024,CR500236,30-06-2024,819,3,2,0.023,0,0,0,0,1038000,23900,480,0.270469499,73,Low Risk
APP801776,CUST104014,24-12-2023,Personal,Home Renovation,597000,24,19.3,49800,8800,0.783,0,Approved,426000,07-01-2024,1,0,Lakshmi,Singh,Female,23-04-1976,50,Married,0,Post Graduate,Salaried,Nurse,597600,Pune,Maharashtra,Rented,11,lakshmi.singh467@gmail.com,-7930513481,Verified,24-09-2013,CR504014,30-06-2024,746,3,2,0.161,0,0,0,0,384000,61800,348,0.231617563,76.8,Low Risk
APP801777,CUST103879,22-11-2023,Education,Skill Certification,1448000,48,10.39,47400,12800,1.051,1,Approved,1403000,28-11-2023,1,0,Shreya,Naidu,Female,09-01-1984,42,Married,3,High School,Salaried,Nurse,568800,Kolkata,West Bengal,Owned,14,shreya.naidu215@outlook.com,-7837744232,Verified,10-10-2020,CR503879,30-06-2024,748,5,0,0.319,0,0,0,0,467000,149000,209,0.494609589,50.5,Medium Risk
APP801778,CUST102962,26-02-2023,Personal,Debt Consolidation,1196000,84,16.84,36800,2300,0.724,0,Approved,867000,01-03-2023,1,0,Krishna,Bhat,Male,29-02-1980,46,Married,4,Post Graduate,Retired,Retired Private Sector,441300,Mysuru,Karnataka,Mortgaged,2,krishna.bhat516@yahoo.in,-8794590815,Verified,11-09-2018,CR502962,30-06-2024,565,3,3,0.323,4,0,0,0,192000,62000,307,0.761066852,23.9,High Risk
APP801782,CUST100284,08-03-2023,Personal,Home Renovation,473000,48,13.69,36300,7600,0.563,0,Approved,367000,23-03-2023,1,1,Ishaan,Chowdhury,Male,11-09-1983,42,Single,1,Diploma,Self-Employed,Chartered Accountant,436000,Ahmedabad,Gujarat,Rented,15,ishaan.chowdhury18@yahoo.in,-9661259606,Verified,19-12-2015,CR500284,30-06-2024,534,0,2,0.846,5,1,0,0,191000,161600,262,0.86924807,13.1,High Risk
APP801783,CUST103919,20-02-2024,Education,Skill Certification,459000,24,9.47,16700,5700,1.603,0,Approved,344000,05-03-2024,1,1,Anil,Kaur,Male,20-08-1979,46,Married,0,Post Graduate,Business Owner,Contractor,200400,Jaipur,Rajasthan,Family Owned,4,anil.kaur3@gmail.com,-9328064812,Verified,22-01-2024,CR503919,30-06-2024,692,4,3,0.275,0,0,0,0,150000,41200,261,0.637060214,36.3,High Risk
APP801784,CUST102787,08-08-2022,Personal,Debt Consolidation,230000,12,18.55,45000,2600,0.528,0,Approved,172000,12-08-2022,1,0,Nikhil,Ahmed,Male,04-02-1969,57,Married,0,Graduate,Self-Employed,Chartered Accountant,539900,Chandigarh,Chandigarh,Rented,12,nikhil.ahmed298@gmail.com,-9743843269,Pending,25-08-2016,CR502787,30-06-2024,637,5,1,0.332,1,0,0,0,146000,48500,392,0.745336612,25.5,High Risk
APP801787,CUST104839,02-04-2024,Personal,Debt Consolidation,944000,48,22.19,45200,3000,0.726,0,Approved,721000,04-04-2024,1,0,Ayesha,Mukherjee,Female,21-08-1984,41,Single,3,Post Graduate,Salaried,Teacher,542900,Noida,Uttar Pradesh,Rented,9,ayesha.mukherjee949@rediffmail.com,-7755145139,Verified,23-10-2017,CR504839,30-06-2024,679,3,1,0.209,1,0,1,0,358000,74800,201,0.399573984,60,Medium Risk
APP801788,CUST102499,07-07-2023,Personal,Wedding,1280000,84,21.49,43800,1100,0.701,0,Approved,1221000,19-07-2023,1,0,Swati,Khan,Female,22-10-1985,40,Married,2,Professional Degree,Salaried,Analyst,525500,Indore,Madhya Pradesh,Owned,18,swati.khan399@rediffmail.com,-8831472701,Pending,04-12-2017,CR502499,30-06-2024,715,5,3,0.212,1,0,0,0,304000,64400,230,0.262300718,73.8,Low Risk
APP801789,CUST100884,25-12-2023,Gold,Gold Loan,628000,24,11.48,101400,35100,0.636,1,Approved,441000,03-01-2024,1,0,Sowmya,Gupta,Female,12-04-1994,32,Single,0,Professional Degree,Business Owner,Manufacturer,1217000,Jaipur,Rajasthan,Rented,14,sowmya.gupta181@gmail.com,-7871385572,Verified,25-06-2024,CR500884,30-06-2024,728,3,3,0.666,1,0,0,0,570000,379600,125,0.411931637,58.8,Medium Risk
APP801791,CUST104606,03-02-2023,Auto,Two Wheeler,2132000,24,12.85,61600,1600,1.67,1,Approved,2073000,20-02-2023,1,1,Sandeep,Naidu,Male,05-06-1999,27,Married,1,Post Graduate,Salaried,HR Manager,738700,Chennai,Tamil Nadu,Owned,9,sandeep.naidu499@rediffmail.com,-8734479239,Verified,12-01-2016,CR504606,30-06-2024,653,2,2,0.343,1,0,0,0,600000,205800,52,0.72105098,27.9,High Risk
APP801792,CUST100942,20-07-2022,Business,Business Expansion,3303000,48,17.28,76300,13700,1.435,0,Approved,2934000,30-07-2022,1,0,Fatima,Khan,Female,10-11-1976,49,Married,2,High School,Salaried,Sales Executive,915800,Nagpur,Maharashtra,Owned,6,fatima.khan886@outlook.com,-8853981173,Pending,07-07-2017,CR500942,30-06-2024,778,2,1,0.02,2,0,0,0,303000,6100,315,0.252561379,74.7,Low Risk
APP801793,CUST101212,13-04-2023,Personal,Home Renovation,1385000,84,18.99,51800,2300,0.622,0,Approved,1213000,25-04-2023,1,0,Nikhil,Gill,Male,19-01-1978,48,Married,2,Graduate,Salaried,Sales Executive,621600,Coimbatore,Tamil Nadu,Owned,2,nikhil.gill837@outlook.com,-7076322484,Verified,21-06-2018,CR501212,30-06-2024,716,4,0,0.363,1,0,0,0,232000,84200,277,0.254959374,74.5,Low Risk
APP801795,CUST100225,30-09-2023,Auto,New Car,626000,84,12,69100,11300,0.323,1,Approved,523000,13-10-2023,1,0,Sana,Sharma,Female,12-11-1994,31,Single,1,Graduate,Business Owner,Manufacturer,829300,Bengaluru,Karnataka,Owned,6,sana.sharma170@yahoo.in,-7613434100,Verified,11-01-2018,CR500225,30-06-2024,802,5,3,0.296,0,0,0,0,656000,194200,112,0.147150747,85.3,Low Risk
APP801797,CUST102404,23-05-2023,Gold,Gold Loan,129000,24,12.41,146900,7000,0.089,1,Approved,119000,25-05-2023,1,1,Aanya,Menon,Female,28-01-1983,43,Married,2,Graduate,Self-Employed,Consultant,1763200,Chandigarh,Chandigarh,Owned,20,aanya.menon78@gmail.com,-7373285739,Verified,12-12-2016,CR502404,30-06-2024,678,5,0,0.417,0,0,0,0,1414000,589600,217,0.342247997,65.8,Medium Risk
APP801800,CUST104903,11-04-2024,Personal,Home Renovation,647000,60,13.45,31400,6000,0.664,0,Approved,645000,30-04-2024,1,0,Ananya,Kaur,Female,18-03-2005,21,Divorced,0,High School,Business Owner,Manufacturer,377100,Delhi,Delhi,Rented,3,ananya.kaur773@outlook.com,-7418710536,Pending,21-03-2022,CR504903,30-06-2024,675,3,1,0.534,0,0,0,0,203000,108400,6,0.301430913,69.9,Medium Risk
APP801801,CUST101997,08-03-2023,Education,Skill Certification,3906000,36,10.04,71000,2400,1.809,1,Approved,3829000,17-03-2023,1,0,Aarav,Bose,Male,21-01-1973,53,Single,1,Graduate,Salaried,Accountant,852300,Mumbai,Maharashtra,Rented,21,aarav.bose577@gmail.com,-8194300365,Pending,21-10-2016,CR501997,30-06-2024,616,4,2,0.467,5,0,0,0,464000,216700,350,0.932956799,6.7,High Risk
APP801804,CUST100267,02-07-2022,Personal,Wedding,479000,36,14.22,22000,5000,0.972,0,Approved,386000,20-07-2022,1,0,Shreya,Reddy,Female,08-06-2005,21,Married,3,High School,Salaried,Software Engineer,264500,Noida,Uttar Pradesh,Owned,3,shreya.reddy167@gmail.com,-9721042495,Verified,27-11-2023,CR500267,30-06-2024,660,3,1,0.203,1,0,0,0,201000,40800,6,0.373099166,62.7,Medium Risk
APP801806,CUST102184,17-02-2024,Business,Business Expansion,3906000,48,13.81,32000,7300,3,0,Approved,3110000,04-03-2024,1,1,Krishna,Naidu,Male,05-12-1988,37,Married,1,Graduate,Salaried,HR Manager,384300,Ahmedabad,Gujarat,Owned,19,krishna.naidu597@yahoo.in,-8613797884,Pending,17-05-2014,CR502184,30-06-2024,689,2,5,0.455,0,0,0,0,334000,152000,198,0.900899104,9.9,High Risk
APP801808,CUST104242,07-10-2022,Home,Home Construction,8241000,84,9.51,68500,7700,2.081,1,Approved,6233000,10-10-2022,1,1,Krishna,Deshpande,Male,29-10-1985,40,Widowed,2,Post Graduate,Self-Employed,Freelance Designer,821500,Ahmedabad,Gujarat,Mortgaged,14,krishna.deshpande736@gmail.com,-7612864879,Verified,01-07-2019,CR504242,30-06-2024,672,0,3,0.332,0,0,0,0,700000,232400,239,0.895800693,10.4,High Risk
APP801810,CUST103857,14-09-2023,Gold,Gold Loan,237000,12,11.43,190400,32000,0.278,1,Approved,172000,29-09-2023,1,0,Vikram,Bhat,Male,04-02-1990,36,Married,2,Post Graduate,Business Owner,Restaurant Owner,2284300,Kolkata,West Bengal,Mortgaged,3,vikram.bhat909@outlook.com,-7379364497,Verified,10-04-2015,CR503857,30-06-2024,883,3,1,0.02,0,0,0,0,567000,11300,157,0.050624564,94.9,Low Risk
APP801815,CUST100831,16-08-2023,Business,Equipment Purchase,1051000,60,15.06,39900,9200,0.857,1,Approved,971000,25-08-2023,1,0,Aanya,Sharma,Female,10-10-1985,40,Married,2,Post Graduate,Self-Employed,Consultant,479200,Delhi,Delhi,Mortgaged,5,aanya.sharma293@gmail.com,-8738605510,Verified,14-02-2018,CR500831,30-06-2024,575,4,2,0.295,1,1,0,0,107000,31600,239,0.353085764,64.7,Medium Risk
APP801816,CUST104101,22-12-2023,Personal,Medical Emergency,1423000,48,20.15,44800,12000,1.237,0,Approved,1291000,28-12-2023,1,0,Kritika,Chowdhury,Female,21-01-1977,49,Married,1,Post Graduate,Salaried,Teacher,537600,Bhopal,Madhya Pradesh,Owned,5,kritika.chowdhury523@gmail.com,-8293933535,Verified,13-01-2023,CR504101,30-06-2024,747,5,3,0.103,1,0,0,0,326000,33600,327,0.437833541,56.2,Medium Risk
APP801819,CUST103766,20-05-2024,Personal,Medical Emergency,1067000,24,22.13,68600,23900,1.157,0,Approved,818000,27-05-2024,1,0,Reyansh,Bhat,Male,10-04-2005,21,Divorced,0,Post Graduate,Salaried,HR Manager,822800,Ahmedabad,Gujarat,Mortgaged,3,reyansh.bhat142@outlook.com,-9113226016,Verified,23-09-2022,CR503766,30-06-2024,736,4,0,0.698,0,0,0,0,630000,439700,6,0.269805635,73,Low Risk
APP801821,CUST102652,22-01-2023,Personal,Debt Consolidation,982000,84,12.22,64000,14900,0.505,0,Approved,961000,07-02-2023,1,0,Ishaan,Ahmed,Male,04-06-1995,31,Single,4,Graduate,Salaried,Sales Executive,768100,Delhi,Delhi,Rented,12,ishaan.ahmed157@rediffmail.com,-7119454910,Verified,08-02-2015,CR502652,30-06-2024,635,2,0,0.465,1,0,0,0,219000,101800,83,0.338220627,66.2,Medium Risk
APP801822,CUST104268,19-11-2022,Business,Business Expansion,747000,48,19.32,27500,2500,0.909,1,Approved,538000,04-12-2022,1,0,Harsh,Nair,Male,30-08-1984,41,Married,2,Graduate,Business Owner,Contractor,329700,Chennai,Tamil Nadu,Owned,6,harsh.nair458@gmail.com,-9822880868,Verified,11-07-2023,CR504268,30-06-2024,659,10,1,0.493,1,0,0,0,242000,119300,207,0.505710756,49.4,Medium Risk
APP801823,CUST104070,15-06-2024,Personal,Medical Emergency,761000,84,12.41,116500,31400,0.386,0,Approved,554000,02-07-2024,1,1,Isha,Patel,Female,30-01-1989,37,Married,1,Graduate,Business Owner,Trader,1397500,Lucknow,Uttar Pradesh,Rented,9,isha.patel693@yahoo.in,-9179721419,Verified,10-08-2017,CR504070,30-06-2024,613,3,3,0.599,3,0,0,0,1162000,696000,204,0.526404839,47.4,Medium Risk
APP801825,CUST104720,27-01-2024,Home,Home Purchase,1910000,84,8.83,47300,8200,0.82,1,Approved,1820000,12-02-2024,1,0,Zara,Rao,Female,07-12-1993,32,Single,1,Post Graduate,Salaried,HR Manager,567500,Pune,Maharashtra,Family Owned,14,zara.rao961@outlook.com,-8553028966,Verified,07-10-2022,CR504720,30-06-2024,736,5,2,0.616,0,0,0,0,495000,304900,97,0.409730343,59,Medium Risk
APP801828,CUST103296,15-12-2023,Gold,Gold Loan,493000,36,14.95,62400,6400,0.376,1,Approved,404000,22-12-2023,1,0,Divya,Iyer,Female,26-02-1982,44,Single,5,Graduate,Self-Employed,Freelance Designer,748600,Delhi,Delhi,Mortgaged,17,divya.iyer509@gmail.com,-9118923143,Verified,04-11-2021,CR503296,30-06-2024,719,3,1,0.093,0,0,0,0,252000,23400,231,0.169844408,83,Low Risk
APP801834,CUST103502,18-11-2022,Education,Study Abroad,1829000,36,12.96,40100,7700,1.728,1,Approved,1425000,23-11-2022,1,0,Vikram,Mukherjee,Male,15-11-1979,46,Single,4,Post Graduate,Salaried,Nurse,481200,Surat,Gujarat,Rented,9,vikram.mukherjee265@yahoo.in,-8556362521,Verified,02-11-2020,CR503502,30-06-2024,639,1,1,0.316,1,0,0,0,338000,106800,258,0.670994646,32.9,High Risk
APP801835,CUST100271,21-09-2023,Personal,Debt Consolidation,475000,48,16.87,58600,2000,0.268,0,Approved,421000,23-09-2023,1,0,Aarav,Bhat,Male,19-06-1993,33,Married,1,Post Graduate,Business Owner,Contractor,703000,Noida,Uttar Pradesh,Rented,2,aarav.bhat878@gmail.com,-7062315967,Verified,27-10-2016,CR500271,30-06-2024,688,1,1,0.153,1,0,0,0,143000,21900,120,0.233880668,76.6,Low Risk
